label,cfg_path,station_name,relay_model,voltage_kv,protection_type,zone_operated,trip_type,faulted_phases,fault_type,is_ground_fault,reclose_attempted,reclose_successful,reclose_time_ms,fault_count,fault_duration_ms,fault_inception_ms,di_dt_max,di_dt_phase,peak_fault_current_a,peak_fault_phase,i0_i1_ratio,thd_percent,inception_angle_degrees,voltage_sag_depth_pu,voltage_sag_phase,voltage_phase_ratio_spread_pu,healthy_phase_voltage_ratio,v2_v1_ratio,voltage_thd_max_percent,v_prefault_v,v_fault_v,r_x_ratio,z_magnitude_ohms,z_angle_degrees,sampling_rate_hz,record_duration_ms,teleprotection_rx,comms_failure,scaling_ok,duration_ok
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2022\03. MARET\20220327 Gangguan Cigereleng Cianjur LAYANG LAYANG\20220327 Gangguan Cigereleng Cianjur\20220327_153853_289_r014_MANUAL_CGRLG_BAYCNJUR_F21.cfg,GI CIGERELENG,1,150.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,79.968,468.98,1294661.6540202312,A,4769.0615234375,A,1.7523981110639006,5.0940339011240825,329.5868061674078,0.741586517237899,A,0.7011324795307952,0.9595459622928961,0.4147673184570001,63.753924551631634,79.4670117431121,20.53548191771334,0.7107852542249973,6.244034988643369,54.59534650213257,1200.4802,1518.559,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2022\03. MARET\20220327 Gangguan Padalarang - Jatiluhur 1 PETIR\20220327 Gangguan Padalarang - Jatiluhur 1\20220327_180531_734_r054_MANUAL_PDLRU_JTLHR1_F21.cfg,GI PADALARANG,1,150.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,79.96803,460.58,4662638.4783363035,A,20756.90625,A,1.007033043779879,16.742790206340466,330.85470656553986,0.6968628692139125,A,0.6498366322682572,0.9529737630543447,0.36843420314630926,38.51600839957189,86.768235064817,26.30294129565144,0.8623419364085636,3.2222870322727424,49.22742376783596,1200.4802,1518.4869,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2022\04. APRIL\20220405 Gangguan Cigereleng - Lagadar 2 PETIR\20220405 Gangguan Cigereleng - Lagadar 2\20220405_133046_612_r075.cfg,CIGERELENG,1,150.0,DISTANCE,Z1,single_pole,A,SLG,True,False,,,1,101.06206,1636.72,5651470.336775146,A,10279.603515625,A,0.6841981196109621,39.474218806102776,32.70722140039335,0.4002578086485161,A,0.36661196721313516,0.966354158564619,0.18649753968268057,13.966128189254928,81.5250485521934,49.17027816910482,0.9554760172452305,12.352705640035476,46.304334891436305,2398.0815,5003.6787,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\04. APRIL\23042024_GI PDLRU_JTLHUR 1_PETIR\April\20240423_015038_330_r065.cfg,GI PADALARANG,1,150.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,81.73203,1674.67,1222226.671748926,A,4944.75146484375,A,0.7474703947783673,17.846424245699936,11.06470927738476,0.31225231977259565,A,0.288457770019677,0.9762054502470814,0.10504315264914856,17.075851520428564,85.80487928149427,60.8396292788921,0.5823596264948526,24.620874519131178,59.785205648405835,1199.0408,5003.166,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\04. APRIL\23042024_GI PDLRU_JTLHUR 1_PETIR\April\20240424_141119_118_r092.cfg,CIGERELENG,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,True,2954.552173614502,2,100.64411,1709.34,753614.3974725562,A,3064.60107421875,A,0.7898340700729353,8.037320375068655,355.9317952365291,0.6256989838743656,A,1.117547261369447,1.4918482774950814,0.04572617994643141,7.380643837254825,40.12569304305103,14.959161857010347,0.7314573946300541,8.66868644410294,53.81612006699456,2403.8462,5011.648,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\04. APRIL\24042024_GI CGRLG_MJLYA 2_PETIR\April\20240423_015038_330_r065.cfg,GI PADALARANG,1,150.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,81.73203,1674.67,1222226.671748926,A,4944.75146484375,A,0.7474703947783673,17.846424245699936,11.06470927738476,0.31225231977259565,A,0.288457770019677,0.9762054502470814,0.10504315264914856,17.075851520428564,85.80487928149427,60.8396292788921,0.5823596264948526,24.620874519131178,59.785205648405835,1199.0408,5003.166,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\04. APRIL\24042024_GI CGRLG_MJLYA 2_PETIR\April\20240424_141119_118_r092.cfg,CIGERELENG,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,True,2954.552173614502,2,100.64411,1709.34,753614.3974725562,A,3064.60107421875,A,0.7898340700729353,8.037320375068655,355.9317952365291,0.6256989838743656,A,1.117547261369447,1.4918482774950814,0.04572617994643141,7.380643837254825,40.12569304305103,14.959161857010347,0.7314573946300541,8.66868644410294,53.81612006699456,2403.8462,5011.648,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\04. APRIL\24042024_GI MJLYA_CGRLG 2_PETIR\20240424_140910_746_r245.cfg,MAJALAYA,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,True,1002.9319524765015,2,79.96803,691.39,285528.6484034365,A,928.1770629882812,A,2.63736990286524,23.102372388447215,347.2143488193998,0.8454310051657276,A,1.0147545143308494,1.169323509165122,0.10631663584455289,10.619182359394912,38.76230340084238,3.5896364164301118,0.6556934387150241,6.388554039668226,56.747407084302324,1200.4802,4018.1113,True,False,True,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\06. JUNI\04062024_GI SMDNG_UBRNG 1_LAYANG-LAYANG\04062024\20240604_132402_186_r174.cfg,GI UJUNGBERUNG,1,500.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,True,True,892.9760456085205,2,79.96797,1687.66,150557515.80514088,C,311878.564453125,C,0.8082573095049781,16.284924297348883,320.8978290340058,0.7273269154778415,C,1.3940835730162864,1.666756657538445,0.06995886964234484,100.0,28197.825776897775,7688.659784970955,2.449366799953514,27.180807406767464,22.20866064264193,1200.4802,5017.159,True,False,True,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\06. JUNI\04062024_GI UBRNG_SMDNG 1_LAYANG-LAYANG\04062024\20240604_132402_186_r174.cfg,GI UJUNGBERUNG,1,500.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,True,True,892.9760456085205,2,79.96797,1687.66,150557515.80514088,C,311878.564453125,C,0.8082573095049781,16.284924297348883,320.8978290340058,0.7273269154778415,C,1.3940835730162864,1.666756657538445,0.06995886964234484,100.0,28197.825776897775,7688.659784970955,2.449366799953514,27.180807406767464,22.20866064264193,1200.4802,5017.159,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\11. NOVEMBER\REKAMAN GANGGUAN BDSLN-DEPOK MAIN A 15-11-2024_PETIR\REKAMAN GANGGUAN BDSLN-DEPOK MAIN A 15-11-2024\32_151120247341358_FRA00032.CFG,GITET Bandung Selatan,BM1906001619,500.0,DISTANCE,UNKNOWN,unknown,A+B,LL,False,True,True,,1,119.99995,482.12,7503891.201039356,A,5705.888748168945,A,0.003044085553828817,4.622984350174973,37.276313705438895,0.08755025092804262,B,0.08581605178353358,0.998265800855491,0.07788577601010355,16.93880158043902,287.3456010675771,262.03522663380323,0.9521350062557791,66.6262527355279,46.40457126750483,7999.9995,1116.75,False,True,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\11. NOVEMBER\REKAMAN GANGGUAN BDSLN-DEPOK MAIN B 15-11-2024_PETIR\REKAMAN GANGGUAN BDSLN-DEPOK MAIN B 15-11-2024\DR BDSLN-DEPOK 15-11-2024.CFG,NR,LINE_DIFFERENTIAL_RELAY,500.0,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,True,,1,59.16667,498.33,1017835.9250607584,B,4804.10107421875,B,0.6296716919663039,7.860579307289782,334.6526176888756,0.3086352916545105,B,0.2783983724082303,0.9697630807537198,0.12686589519544664,4.847038187745578,289.8429591525133,200.38361259316778,0.29400234053033497,85.6003285955635,73.61654043178943,1200.0,5500.0,True,True,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2024\11. NOVEMBER\REKAMAN GANGGUAN BDSLN-DEPOK MAIN B 15-11-2024_PETIR\REKAMAN GANGGUAN BDSLN-DEPOK MAIN B 15-11-2024\DR BDSLN-DEPOK MAIN B KE 2.CFG,NR,LINE_DIFFERENTIAL_RELAY,500.0,DISTANCE,UNKNOWN,three_pole,C,LL,False,True,False,474.99999962747097,2,25.0,0.0,84467.71340876767,A,207.64979553222656,A,0.0,nan,0.0,0,A,0.0,0.0,0.0,0.0,,,,nan,nan,1200.0,5500.0,True,True,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\02. FEBRUARI\ULTG BDBS\20250224_GI CIKALONG_BAY CIGERELENG#2_PETIR1\20250224_GI CIKALONG_BAY CIGERELENG#2_PETIR1.CFG,GI CIKALONG,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,81.53606,1683.14,393385.80904990615,A,2375.320068359375,A,1.1955480528609235,20.496628060471707,33.735782891390535,0.6740645360093445,A,1.2344729591937735,1.560408423184429,0.08613399321557362,43.53235661018158,39.77699716716903,12.963394366085831,1.4239696232591792,15.553480222490474,35.07891629737436,1201.9231,5011.1597,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\02. FEBRUARI\ULTG BDBS\20250224_GI CIKALONG_BAY CIGERELENG#2_PETIR2\20250224_GI CIKALONG_BAY CIGERELENG#2_PETIR2.CFG,GI CIKALONG,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,False,,,1,79.871895,1697.28,399195.3271225105,A,2372.55810546875,A,1.2480082498962566,8.09503757641646,3.667238356954327,0.7191598336921876,A,1.3449403338422168,1.6257805001500294,0.07945087533064323,8.08711530706255,39.75299967984747,11.165311307882833,0.7167990735840731,11.560004035132891,54.367080931184624,1201.9231,5011.136,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\02032025 GI GCRLG - MJLYA #1 PETIR\02032025 mjlya 1\20250302_153352_929_r016.cfg,CIGERELENG,1,70.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,True,2958.1758975982666,2,99.743965,1703.52,612519.1977646579,A,2543.9365234375,A,0.7767843985139649,4.956095414004576,29.130953791764536,0.5547976716144407,A,1.0563062074275618,1.501508535813121,0.05335219458431771,9.484391722399941,39.809669552318816,17.64291826952083,0.4628230296169405,15.193472143118147,65.16421370168456,2403.8462,5011.608,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 CKLNG-CGRLG #1 PETIR\GANGGUAN CIKALONG-CIGERELENG 1 7-03-2025\DR\Friday 07 March 2025 14.24.25.000.CFG,GI CIKALONG,1,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,False,True,True,1801.2340068817139,2,0.0,0.0,58025.20796283598,C,179.52999877929688,C,0.004541767224613429,2.1449100268469214,0.0,0,A,0.0,0.0,0.0,0.0,,,-2.9640998489082757,329.76480218868545,-18.642880062936378,1200.4802,5018.047,False,False,False,False
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 CKLNG-CGRLG #2 PETIR\Record CKLNG - CGRLG 2 07-03-2025\DR\Friday 07 March 2025 14.32.12.000.CFG,GI CIKALONG,1,70.0,DISTANCE,UNKNOWN,unknown,,UNKNOWN,False,True,True,2472.5899696350098,2,0.0,0.0,58854.14156592304,C,182.29200744628906,C,0.005056751762265549,2.0927353690951107,0.0,0,A,0.0,0.0,0.0,0.0,,,-3.1250818541513987,329.66790160593496,-17.744235999073297,1200.4802,7017.799,False,False,False,False
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 GI CGRLG - MJLYA #1 PETIR\07022025 CGRLG - MJLYA 1\20250307_150850_374_r017.cfg,CIGERELENG,1,70.0,DISTANCE,Z1,single_pole,A+B,DLG,True,True,True,2958.966851234436,2,101.02189,1681.76,4075324.672578769,A,13570.4228515625,A,0.32856861867732023,9.403951021344747,330.11995477695245,0.8081112946184823,B,1.19346797441617,1.3853566797976877,0.5591639344723658,84.61547362517766,40.3714017065367,7.699392633245632,0.6578116742214583,1.444400084572853,56.66261428561224,2398.0815,5004.0386,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 GI CGRLG - MJLYA #2 PETIR\07032025 CGRLG - MJLYA  2\07.03.25 15.31.09.000.000.CFG,CIGERELENG,1,70.0,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,True,2953.1939029693604,2,100.49701,1693.02,1616134.22970376,B,5301.6591796875,B,0.7901217425542933,4.705985832808056,33.520152895127055,0.8275275654339699,B,1.2135778894005487,1.3860503239665787,0.5751132805473114,77.73533147432407,40.562720019461885,6.951175758357451,0.39880959787201986,1.7294445850391795,68.25741206745491,2398.0815,5003.571,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 mjlya-cgrlg 1 PETIR\07032025 ggn mjlya-cgrlg 1\20250307_152132_893_r072.cfg,MAJALAYA,1,70.0,DISTANCE,UNKNOWN,three_pole,A,SLG,True,True,True,3097.0939993858337,3,79.96803,669.76,584488.0078648123,A,1405.3868408203125,A,0.6246253430591301,6.44805644825693,327.37508105230575,0.7480738280369151,B,1.168773515430846,1.4206996873939308,0.6615039107166473,100.0,39.445968960317636,9.939182529755838,0.7423086930514523,9.254428789976686,53.41317996634457,1200.4802,4018.036,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\03. MARET\07032025 mjlya-cgrlg 2 PETIR\07032025 ggn mjlya-cgrlg 2\20250307_152255_014_r160.cfg,MAJALAYA,1,70.0,DISTANCE,UNKNOWN,single_pole,B,SLG,True,True,True,3097.0939993858337,3,79.96803,699.74,315374.84445228934,A,1016.0223388671875,A,0.5553990395213162,34.689967587248304,2.642503951037706,0.8811589928173634,B,0.6834065089041914,0.802247516086828,0.7738983988553093,57.73004395489978,39.43925290173216,2.773775075404039,0.007618738056209176,7.710368738028778,89.56348690985823,1200.4802,4018.108,True,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\04. APRIL\10042025 GI Cigereleng -  Cikalong #2 PETIR\DR\10.04.25 13.21.25.000.000.CFG,CIGERELENG,1,70.0,DISTANCE,Z1,single_pole,A,SLG,True,True,True,2960.72781085968,2,101.372955,1665.92,1688992.7331607996,A,3434.547119140625,A,0.9405365494418806,14.779804817734005,313.3507411855846,0.7687794813260915,A,1.3609024044696405,1.592122923143549,0.09751092051913626,100.0,39.083507445313735,9.007006266544202,1.5178471409921328,4.268976399017979,33.378005488704105,2398.0815,5003.635,False,False,True,True
BENDA_ASING,"C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BANDUNG\2025\04. APRIL\10042025 GI SUKALUYU - CIGERELENG BENDA ASING\10042025 GI SUKALUYU - CIGERELENG\250410,041001901,+7h0,GI 150KV NEW CIANJUR,CIGERELENG-RAJAMANDALA,Qualitrol LLC.cfg",GI 150KV NEW CIANJUR,CIGERELENG-RAJAMANDALA,150.0,DISTANCE,UNKNOWN,single_pole,A,SLG,True,True,,288.0859375,2,152.5,224.38,4934647.516935635,C,3328.2082080841064,C,1.6611428695371364,11.663015525205205,337.0030669291021,0.5251557100408762,C,0.48464807189395814,0.9594923618530818,0.23769952818948106,17.41305291789188,81.09495237079715,38.50923365307173,0.08743330517133481,359.97015387075186,-94.99685227818019,25600.0,821.6797,False,False,True,True
LAYANG,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BEKASI\2023\September\22092023 - Reclose Satu Sisi Tambun bay New Tambun #2 LAYANG LAYANG\DFR Bay Tambun #2 GIS Tambun II\233_229202381515907_FRA00233.cfg,E10_F871,BM1702004765,150.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,False,,,1,133.50005,501.0,9208888.868192833,C,30867.258071899414,C,0.8697644739471501,4.842563273345462,357.10371056495757,0.7331691814778305,C,0.625099050578091,0.8919298691002605,0.5520229285638978,20.085840251490257,84.88346529610436,20.746701757074057,1.4772623970200973,1.0390661151774254,34.09516394485431,1999.9999,1132.5,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BEKASI\2024\Apr 2024\20240401_Reclose Juishin - Cileungsi_PETIR\010424\FR000001.cfg,GI JUISHIN BAY CILEUNGSI   Folder   7SA522 V4.7 Var,000882,150.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,True,,,1,97.99999,250.0,3792383.7290969025,C,18266.111373901367,C,0.9625458923137886,19.069783883942783,8.335246960651306,0.8537381153746414,C,0.9129429092266935,1.0592047938520521,0.31118763758130596,15.69292381377812,87.19529475534499,11.418700060349845,0.364956000724339,1.2201305093846537,69.95014248583489,999.99994,415.0,False,False,True,True
PETIR,C:\Users\hafizna.fadhli\Downloads\36. DFR GANGGUAN UIT JBT\raw_data\UPT BEKASI\2024\Apr 2024\20240401_Reclose Juishin - Cileungsi_PETIR\Reclose_Bay_Juishin_phasa_T_01042024\Reclose_Bay_Juishin_phasa_T_01042024.CFG,Reclose_bay_juishin_2024   Folder   7SA522 V4.7 Var,UNKNOWN,150.0,DISTANCE,UNKNOWN,single_pole,C,SLG,True,True,,,1,111.999985,250.0,2294420.1333304616,C,10864.530563354492,C,1.0824263634467128,7.377556362389651,339.0514027499265,0.4933676945066768,C,0.47861404064629254,0.9852463461396157,0.2512778144430384,14.954438540469317,86.15114092740883,37.52211145947029,0.3677288427224919,8.457603982913975,69.8100691758444,999.99994,447.0,False,False,True,True
